PriceRange,ReleaseYear,Camera,AvailableColors,Ram_GB,NetworkSupport,BluetoothVersion,Rom_GB,BatteryCapacity,VideoRes,NumOfSensors,FastCharging,WR_version,OTG,USB_Version,TypeC,NFC,Display,Protection,Chipset,Processor,GPU,Fingerprint,FaceLock
0,2021,8,4,2,3,4,32,4000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,,"Octa-core, 1.8 GHz",PowerVR GE8322,1,1
0,2021,8,4,4,3,4,32,6000,1080,4,10,0,1,2,0,0,IPS Touchscreen,0,MediaTek Helio G35 (12 nm),"Octa-core, 2.3 GHz",PowerVR GE8320,1,1
0,2021,13,3,3,3,4,64,5000,1080,4,10,0,1,2,0,0,IPS Touchscreen,0,MediaTek Helio G35 (12 nm),"Octa-core, 2.3 GHz",PowerVR GE8320,1,1
0,2021,5,2,3,3,4,32,5000,1080,3,0,0,1,2,0,0,IPS Touchscreen,0,Unspecified,"Octa-core, 1.8 GHz",IMG GE8322,1,1
0,2021,5,2,2,3,4,32,5000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,,1.6 GHz,550 MHz speed,1,1
0,2020,5,3,2,3,4,32,4000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek,"Octa-core, 1.8 GHz",PowerVR GE8300,1,1
1,2021,8,3,4,3,4,64,5000,1080,3,10,0,1,2,0,0,IPS Touchscreen,0,MediaTek Helio A25 (12 nm),"Octa-core, 1.8 GHz",PowerVR GE8320,1,1
0,2020,5,3,1,2,4,8,2000,0,1,0,0,0,2,0,0,Touchscreen,0,,"Quad-core, 1.3 GHz",Mali-T800,0,0
0,2020,5,3,2,3,4,16,3000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,UNiSOC SC9863A (28 nm),"Octa-core, 1.6 GHz",PowerVR GE8322,1,1
0,2020,8,4,2,3,4,16,3500,1080,3,0,0,1,2,0,0,IPS Touchscreen,0,UNiSOC SC9863A (28 nm),"Octa-core, 1.6 GHz",PowerVR GE8322,1,1
0,2020,5,2,1,2,4,8,2400,0,2,0,0,1,2,0,0,IPS Touchscreen,0,,"Quad-core, 1.3 GHz",Mali-T820 MP1,0,0
0,2020,8,2,2,3,4,32,4000,1080,3,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek Helio A25 (12 nm),"Octa-core, 1.8 GHz",PowerVR GE8320,1,1
0,2020,8,2,3,3,4,32,4000,1080,3,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek Helio A25 (12 nm),"Octa-core, 1.8 GHz",PowerVR GE8320,1,1
0,2020,5,3,1,3,4,8,2500,0,2,0,0,1,2,0,0,IPS Touchscreen,0,,"Quad-core, 1.5 GHz",Mali-T820 MP1,0,0
0,2020,8,2,3,3,4,32,5000,1080,3,10,0,1,2,0,0,IPS Touchscreen,0,MediaTek Helio A25 (12 nm),"Octa-core, 1.8 GHz",PowerVR GE8320,1,1
0,2020,5,3,1,3,4,8,2000,0,2,0,0,1,2,0,0,Touchscreen,0,,"Quad-core, 1.4 GHz",Mali-T820 MP1,0,0
1,2020,8,1,4,3,4,64,4000,1080,4,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek Helio P25 (16 nm),"Octa-core, 2.6 GHz",Mali-T880,1,1
0,2020,5,3,1,2,4,16,3700,0,2,0,0,1,2,0,0,IPS Touchscreen,0,,"Quad-core, 1.4 GHz",Mali-T820 MP1,1,1
0,2019,8,1,3,3,4,32,4000,0,2,0,0,1,2,0,0,IPS Touchscreen,0,UniSoC SC9863A,"Octa-core, 1.6 GHz",IMG 8322,1,1
0,2019,8,3,2,3,4,16,3500,0,4,0,0,1,2,0,0,IPS Touchscreen,0,UniSoC,"Octa-core, 1.6 GHz",IMG 8322,1,1
0,2019,240,4,64,1,4,64,1100,0,1,0,0,0,2,0,0,TFT,1,,,,0,0
0,2019,240,4,32,1,4,32,1700,0,1,0,0,0,2,0,0,TFT,1,,,,0,0
0,2019,5,4,1,2,4.1,8,4000,0,4,0,0,1,2,0,0,IPS Touchscreen,0,Spreadtrum SC7731E,"Quad-core, 1.3 GHz",Mali-T820,1,1
0,2019,5,3,1,2,4.2,8,2000,0,1,0,0,1,2,0,0,IPS Touchscreen,0,Spreadtrum SC7731E (28 nm),"Quad-core, 1.3 GHz",Mali-T820,1,0
0,2019,8,4,2,3,4,16,3000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,,"Quad-core, 1.4 GHz",Mali-T820 MP1,1,1
0,2019,5,2,1,2,4,8,2200,0,1,0,0,0,2,0,0,IPS Touchscreen,0,Mediatek MT6739,"Quad-core, 1.3 GHz",Mali 400 MP2,0,0
0,2019,2,3,1,2,4,8,2150,0,2,0,0,0,2,0,0,IPS Touchscreen,0,Mediatek MT6739,"Quad-core, 1.3 GHz",Mali 400 MP2,0,0
0,2019,8,1,3,3,4,32,3000,0,2,0,0,1,2,0,0,IPS Touchscreen,0,,"Octa-core, 1.6 GHz",IMG 8322,1,1
0,2019,0,3,512,2,4,8,1500,0,1,0,0,0,2,0,0,TN Touchscreen,0,,"Quad-core, 1.3 GHz",Mali-400 MP2,0,0
0,2019,5,3,3,3,4,16,2500,0,2,0,0,1,2,0,0,IPS Touchscreen,0,,"Quad-core, 1.4 GHz",Mali T820 MP1,1,1
0,2019,2,3,1,2,4,8,2000,0,1,0,0,0,2,0,0,TN Touchscreen,0,MediaTek,"Quad-core, 1.3 GHz",Mali-T820,0,1
0,2019,8,2,2,3,4.2,16,3200,0,3,0,0,1,2,0,0,IPS Touchscreen,0,UniSoC SC9863A (28 nm),"Octa-core, 1.6 GHz",PowerVR GE8322,1,1
0,2019,5,4,1,2,2.1,8,2500,0,1,0,0,0,2,0,0,IPS Touchscreen,0,Spreadtrum SC7731E,"Quad-core, 1.3 GHz",Mali-T820,0,0
0,2019,5,3,1,2,4.1,16,2900,0,4,0,0,1,2,0,0,IPS Touchscreen,0,Spreadtrum SC7731E,"Quad-core, 1.3 GHz",Mali-T820 MP1,1,1
0,2019,8,3,1,3,4,16,2500,0,4,0,0,1,2,0,0,IPS Touchscreen,0,Spreadtrum SC9832E,"Quad-core, 1.4 GHz",Mali T-820,1,1
0,2019,5,2,2,3,4,32,4000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,Unisoc SC9863A,"Octa-core, 1.6 GHz",PowerVR GE8322,1,1
0,2019,2,4,1,2,4.1,8,2000,0,1,0,0,0,2,0,0,Touchscreen,0,MediaTek,"Quad-core, 1.3 GHz",Mali 400 MP2,0,0
0,2019,5,3,1,3,4.1,8,2500,0,2,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek MT6739,"Quad-core, 1.5 GHz",Mali-400 MP2,0,0
0,2019,5,4,1,2,4.1,8,2500,0,1,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek MT6580,"Quad-core, 1.3 GHz",Mali-400 MP2,1,0
0,2019,8,4,2,3,4.1,16,3000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,Spreadtrum SC9832E,"Quad-core, 1.4 GHz",Mali-T820,0,1
0,2018,5,4,1,3,4.1,8,2400,0,1,0,0,1,2,0,0,IPS Touchscreen,0,,"Quad-core, 1.3 GHz",420 MHz,0,0
0,2018,5,3,1,3,4.1,8,2200,0,1,0,0,1,2,0,0,TN Touchscreen,0,,"Quad-core, 1.4 GHz",Mali 400 MP2,0,0
0,2018,2,3,1,2,4.1,8,2000,0,1,0,0,1,2,0,0,TN Touchscreen,0,,"Quad-core, 1.3 GHz",Mali-400,0,0
0,2018,8,3,2,3,4.2,16,3200,0,3,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek MT6739,"Quad-core, 1.5 GHz",PowerVR GE8100,1,1
0,2018,5,1,1,2,4.1,8,3200,0,2,0,0,1,2,0,0,Touchscreen,0,,"Quad-core, 1.4 GHz",Mali 400 MP2,0,0
0,2018,5,1,1,2,4.1,8,2150,0,2,0,0,1,2,0,0,Touchscreen,0,,"Quad-core, 1.3 GHz",Mali 400 MP2,0,0
0,2018,5,2,1,2,4.1,8,2500,0,2,0,0,1,2,0,0,IPS Touchscreen,0,,"Quad-core, 1.3 GHz",Mali 400 MP2,0,0
1,2018,8,2,3,3,4.2,32,4000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek MT6737,"Quad-core, 1.3 GHz",Mali-T720,1,1
0,2018,8,1,2,3,4.2,16,2900,0,3,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek MT6737,"Quad-core, 1.3 GHz",Mali-T720,1,0
0,2017,8,3,1,2,4.1,8,2500,0,2,0,0,1,2,0,0,IPS Touchscreen,0,,"Quad-core, 1.3 GHz",Mali 400 MP2,0,0
0,2021,8,2,2,3,5,32,5000,0,3,0,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio A20 (12 nm),"Quad-core, 1.8 GHz",PowerVR GE8320,1,1
1,2021,8,1,6,3,5,64,5000,1080,3,33,0,1,2,1,0,IPS LCD Touchscreen,0,Mediatek Helio G85 (12 nm),"Octa-core, up to 2.0 GHz",Mali-G52 MC2,1,1
1,2021,8,2,4,3,5,64,6000,1080,3,10,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio G70 (12 nm),"Octa-core, up to 2.0 GHz",Mali-G52 MC2,1,1
1,2021,16,2,6,3,5,128,5000,1080,4,18,0,1,2,1,0,IPS LCD Touchscreen,0,Mediatek Helio G85 (12 nm),"Octa-core, 2 GHz",Mali-G52 MC2,1,1
1,2021,16,2,6,3,5,128,5000,1080,4,18,0,1,2,1,0,IPS LCD Touchscreen,0,Mediatek Helio G85 (12 nm),"Octa-core, 2 GHz",Mali-G52 MC2,1,1
1,2021,8,4,6,3,5,64,5000,1080,3,10,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio G80 (12 nm),"Octa-core, up to 2.0 GHz",Mali-G52 MC2,1,1
1,2020,48,1,8,3,5,128,4500,1080,4,33,0,1,2,1,0,IPS LCD Touchscreen,0,Mediatek Helio G90T (12 nm),"Octa-core, 2.05 GHz",Mali-G76 MC4,1,1
1,2020,16,2,6,3,5,128,5000,1080,4,18,0,1,2,1,0,IPS LCD Touchscreen,0,Mediatek Helio G70 (12 nm),"Octa-core, 2 GHz",Mali-G52 MC2,1,1
0,2020,8,2,4,3,5,32,5000,1080,3,0,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio A20 (12 nm),"Quad-core, 1.8 GHz",PowerVR GE8320,1,1
1,2020,8,4,4,3,5,128,5000,1080,3,18,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio G70 (12 nm),"Octa-core, up to 2.0 GHz",Mali-G52,1,1
1,2020,16,3,6,3,5,128,5000,1080,4,18,0,1,2,1,0,IPS LCD Touchscreen,0,Mediatek Helio G70 (12 nm),"Octa-core, 2 GHz",Mali-G52 MC2,1,1
0,2020,8,3,3,3,5,32,6000,1080,3,10,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio A25 (12 nm),"Octa-core, 1.8 GHz (3/64 GB model)
Quad-core, 1.8 GHz (2/32 GB model)",PowerVR GE8320,1,1
0,2020,8,4,2,3,5,32,5000,1080,3,10,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio A22 (12 nm),"Octa-core, 2.0 GHz",PowerVR GE8320,1,1
1,2020,8,2,4,3,5,64,5000,1080,3,10,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio A22 (12 nm),"Octa-core, 1.8 GHz",PowerVR GE8320,1,1
1,2020,8,3,3,3,5,32,6000,1080,3,10,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio P22 (12 nm),"Quad-core, 2.0 GHz",PowerVR GE8320,1,1
1,2020,32,2,6,3,5,128,4000,1080,3,10,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio P35 (12 nm),"Octa-core, 2.35 GHz",PowerVR GE8320,1,1
1,2020,16,3,4,3,5,64,5000,1080,3,10,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio P22 (12 nm),"Octa-core, 2.0 GHz",PowerVR GE8320,1,1
0,2019,8,3,2,3,4.2,32,4000,1080,3,0,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio A22 (12 nm),"Quad-core, 1.8 GHz",PowerVR GE8320,1,1
1,2019,8,2,4,3,5,64,4000,1080,5,10,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio P22 (12 nm),"Octa-core, 2.0 GHz",PowerVR GE8320,1,1
1,2019,8,2,3,3,4.2,32,4000,1080,4,0,0,1,2,0,0,IPS Touchscreen,0,Mediatek Helio A22 (12 nm),"Quad-core, 2.0 GHz",PowerVR GE8300,1,1
0,2019,5,2,3,3,4.2,32,3000,0,4,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek Helio A22 (12 nm),"Quad-core, 2.0 GHz",PowerVR GE8300,1,1
0,2019,5,2,2,3,4.2,16,3000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek Helio A22 (12 nm),"Quad-core, 2.0 GHz",PowerVR GE8300,0,1
0,2019,5,2,1,2,4,16,2500,0,2,0,0,1,2,0,0,Touchscreen,0, ,"Quad-core, 1.3 GHz", ,1,1
0,2019,8,2,2,3,4.2,32,3500,0,3,0,0,1,2,0,0,IPS LCD Touchscreen,0,MediaTek Helio A22 (12 nm),"Quad-core, 2.0 GHz",PowerVR GE8300,1,1
1,2019,16,2,4,3,4.2,32,3500,1080,4,10,0,1,2,0,0,IPS LCD Touchscreen,1,MediaTek Helio A22 (3 GB) / Helio P22 (4 GB),"Quad-core, 2.0 GHz (3 GB) / Octa-core, 2.0 GHz (4 GB)",PowerVR GE8320,1,1
0,2019,8,1,2,3,4.2,32,3050,0,3,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek Helio P22 (12 nm),"Quad-core, 2.0 GHz",PowerVR GE8300,1,1
0,2018,8,3,1,2,4,16,3050,0,1,0,0,1,2,0,0,IPS Touchscreen,0, ,"Quad-core, 1.3 GHz", ,1,1
0,2018,8,3,1,2,4,8,4000,0,1,0,0,0,2,0,0,IPS Touchscreen,0, ,"Quad-core, 1.3 GHz", ,1,0
0,2018,8,3,1,2,4,8,2400,0,1,0,0,0,2,0,0,IPS Touchscreen,0, ,"Quad-core, 1.3 GHz", ,0,0
1,2018,16,3,4,3,4.2,64,3750,1080,4,0,0,1,2,0,0,IPS LCD Touchscreen,1,Mediatek Helio A22 (12 nm),"Quad-Core, 2.0 GHz",PowerVR GE8300,1,1
1,2018,16,3,3,3,4.2,32,3750,1080,4,0,0,1,2,0,0,IPS LCD Touchscreen,1,Mediatek Helio A22 (12 nm),"Quad-Core, 2.0 GHz",PowerVR GE8300,1,1
0,2018,13,3,3,3,4.2,16,3050,0,3,0,0,1,2,0,0,IPS LCD Touchscreen,0,MediaTek MT6739,"Quad-core, 1.5 GHz",PowerVR GE8100,1,1
0,2021,5,2,2,3,4,16,5000,720,2,0,0,1,2,0,0,IPS Touchscreen,0,Unspecified,"Octa-core, 1.6 GHz (Cortex-A55)",PowerVR GE8322,0,1
1,2021,8,2,6,3,4,128,5000,720,5,18,0,1,2,1,0,LTPS IPS Touchscreen,0,Mediatek Helio G88 (12 nm),"Octa core, up to 2.0 GHz",Mali-G52-MC2,1,1
0,2021,5,3,2,3,4,16,3000,720,3,0,0,0,2,0,0,IPS Touchscreen,0,Unspecified,"Quad-core, 1.4 GHz",Mali T-820,1,1
0,2021,5,3,2,3,4,32,4000,720,3,0,0,1,2,0,0,IPS Touchscreen,0,Unspecified,"Octa-core, 1.6 GHz (Cortex-A55)",PowerVR GE8322,1,1
1,2021,20,2,4,3,5,128,5000,1080,5,18,0,1,2,1,0,LTPS Touchscreen,0,MediaTek Helio P22 (12 nm),"Octa-core, 2.0 GHz (Cortex-A53)",PowerVR GE8320,1,1
0,2021,2,3,1,3,4.2,8,2000,720,2,0,0,0,2,0,0,Touchscreen,0,Unspecified,"Quad-core, 1.4 GHz",Mali T-820,0,1
2,2021,32,1,8,3,5,128,4000,1080,5,18,0,1,2,1,0,LTPS IPS Touchscreen,0,MediaTek Helio G95 (12 nm),"Octa-core, up to 2.05 GHz",Mali-G76 MC4,1,1
1,2021,13,1,4,3,5,64,3600,1080,5,18,0,1,2,1,0,IPS Touchscreen,1,Qualcomm Snapdragon 660 (14 nm),"Octa-core, up to 2.2 GHz",Adreno 512,1,1
1,2021,8,3,4,3,5,64,5000,1080,3,10,0,1,2,1,0,IPS Touchscreen,0,MediaTek Helio G35 (12 nm),"Octa-core, 2.3 GHz",PowerVR GE8320,1,1
1,2021,13,3,4,3,5,64,5500,1080,4,10,0,1,2,0,0,IPS Touchscreen,0,MediaTek Helio G25 (12 nm),"Octa-core, up to 2.0 GHz GHz",PowerVR GE8320,1,1
0,2021,8,2,2,3,4.2,32,6000,720,3,10,0,1,2,0,0,IPS Touchscreen,0,Unspecified,"Octa-core, 1.6 GHz (Cortex-A53)",PowerVR GE8322,1,1
1,2020,32,2,4,3,4,128,4000,1080,4,18,0,1,2,1,0,LTPS Touchscreen,0,MediaTek Helio P22 (12 nm),"Octa-core, 2.0 GHz (Cortex-A53)",PowerVR GE8320,1,1
0,2021,8,4,3,3,5,32,4000,1080,3,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek Helio A20 (12 nm),"Quad-core, 1.8 GHz (Cortex-A53)",PowerVR GE8300,1,1
1,2020,8,3,4,3,4,64,5950,1080,4,10,0,1,2,0,0,IPS Touchscreen,0,MediaTek Helio A25 (12 nm),"Octa-core, 1.8 GHz (Cortex-A53)",PowerVR GE8320,1,1
0,2020,5,3,3,3,4,16,3000,1080,3,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek Helio A20 (12 nm),"Quad-core, 1.8 GHz (Cortex-A53)",PowerVR GE8300,1,1
0,2020,8,3,4,3,4,64,4000,1080,3,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek Helio A20,"Quad-core, 1.8 GHz (Cortex-A53)",PowerVR GE8300,1,1
0,2020,8,2,4,3,4,64,4900,1080,3,10,0,1,2,0,0,IPS Touchscreen,0,MediaTek Helio A20 (12 nm),"Quad-core, 1.8 GHz (Cortex-A53)",PowerVR GE8300,1,1
1,2020,16,2,6,3,4.2,128,3950,1080,5,18,0,1,2,1,0,IPS Touchscreen,1,Mediatek Helio P70 (12 nm),"Octa core, up to 2.1 GHz",Mali-G72 MP3,1,1
0,2020,5,3,1,3,4.2,16,2000,720,1,0,0,0,2,0,0,Touchscreen,0,Mediatek,"Quad-core, 1.3 GHz",PowerVR GE8100,0,0
0,2020,8,3,3,3,4,32,3500,720,4,0,0,1,2,0,0,IPS Touchscreen,0,Unisoc SC9863A,"Octa core, 1.6 GHz (Cortex-A55)",PowerVR GE8322,1,1
0,2020,13,2,4,3,4,32,4000,1080,5,0,0,1,2,0,0,IPS INCELL Touchscreen,0,Mediatek Helio P23 (16 nm),"Octa core, 2.0 GHz",Mali-G71 MP2,1,1
0,2019,8,3,3,3,4.1,32,3000,720,5,0,0,1,2,1,0,IPS INCELL Touchscreen,1,MediaTek Helio P60 (12 nm),"Octa core, 1.8 GHz",Mali G72 MP3,1,1
1,2019,13,2,4,3,4.2,32,3900,1080,6,10,0,1,2,1,0,IPS INCELL Touchscreen,0,MediaTek,"Octa core, 2.0 GHz",Mali G71 MP2,1,1
0,2019,8,3,2,3,4,16,2500,720,1,0,0,1,2,0,0,IPS Touchscreen,0,Unisoc SC9863A,"Octa core, 1.6 GHz",PowerVR Rogue GE8322,0,1
0,2019,8,3,3,3,4.2,16,3520,720,3,0,0,1,2,0,0,IPS Touchscreen,0,Unisoc SC9863A,"Octa core, 1.6 GHz",PowerVR Rogue GE8322,1,1
0,2019,8,2,3,3,4.2,32,4000,720,5,10,0,1,2,0,0,IPS Touchscreen,0,Unisoc SC9863A,"Octa core, 1.6 GHz",PowerVR GE8320,1,1
0,2019,8,3,2,3,4,16,3200,720,3,0,0,1,2,0,0,IPS Touchscreen,0,Mediatek MT6739WA,"Quad-core, 1.5 GHz",PowerVR GE8100,1,1
1,2019,16,2,4,3,4.2,32,3900,1080,6,10,0,1,2,0,0,IPS Touchscreen,0,Mediatek Helio P22 (12 nm),"Octa core, 2.0 GHz",PowerVR GE8320,1,1
0,2019,8,3,3,3,4,16,3200,720,4,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek MT6739,"Quad-core, 1.5 GHz",PowerVR GE8100,1,1
0,2020,5,3,2,3,4.1,16,3000,720,2,0,0,1,2,0,0,IPS Touchscreen,0,,Octa core,,0,1
0,2020,5,2,1,3,4,16,2500,720,1,0,0,1,2,0,0,Touchscreen,0,,Octa core,,1,1
0,2019,8,3,3,3,4,32,4000,720,4,10,0,1,2,0,0,IPS Touchscreen,0,Unisoc SC9863A,"Octa core, 1.6 GHz",PowerVR GE8322,1,1
0,2019,2,4,512,2,4.2,8,2000,0,1,0,0,0,2,0,0,Touchscreen,0,Mediatek MT6580M,"Quad-core, 1.3 GHz",Mali 400,0,0
0,2019,5,3,1,3,4.2,16,2500,720,3,0,0,0,2,0,0,Touchscreen,0,Mediatek MT6739,"Quad-core, 1.3 GHz",PowerVR Rough GE8100,0,0
0,2019,5,3,1,2,4.2,8,2400,0,3,0,0,0,2,0,0,Touchscreen,0,Mediatek MT6580,"Quad-core, 1.3 GHz",Mali 400,0,0
0,2018,5,2,1,3,4.2,8,2050,0,2,0,0,1,2,0,0,IPS Touchscreen,0,Spreadtrum SC9850,"Quad-core, 1.40 GHz",Mali T-820,0,0
0,2019,8,3,1,3,4,8,3200,720,3,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek MT6739,"Quad-core, 1.28 GHz",PowerVR GE8100,1,0
0,2019,5,4,2,4,4,16,2250,0,1,0,0,0,2,0,0,IPS Touchscreen,0,Spreadtrum SC7731E,"Quad-core, 1.3 GHz",Mali-T820,0,1
0,2019,8,3,3,3,4,16,3200,720,4,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek MT6739,"Quad-core, 1.28 GHz",PowerVR GE8100,1,1
1,2019,8,2,3,3,4,16,3000,1080,3,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek MT6739,"Quad-core, 1.3 GHz",PowerVR GE8100,1,1
1,2018,16,1,6,3,4.2,64,3450,1080,6,10,0,1,2,1,0,IPS Touchscreen,0,Mediatek Helio P23 (16 nm),"Octa core, 2.0 GHz",Mali-G71,1,1
0,2018,5,2,3,3,4,16,4000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,Mediatek MT6737,"Quad-core, 1.3 GHz",Mali T720,1,1
0,2018,5,2,2,3,4,16,3000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,Mediatek MT6739,"Quad-core, 1.3 GHz",PowerVR GE8100,1,1
1,2018,8,2,3,3,4,32,3500,720,4,0,0,1,2,1,0,IPS Touchscreen,0,Mediatek MT6739,"Quad-core, 1.5 GHz",PowerVR GE8100,1,1
0,2018,8,2,2,3,4,16,3000,1080,3,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek MT6739,"Quad-core, 1.3 GHz",PowerVR GE8100,1,1
0,2018,5,3,1,3,4,8,4000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,Mediatek MT6739,"Quad-core, 1.3 GHz",PowerVR GE8100,1,0
0,2018,5,2,1,3,4,8,2700,0,2,0,0,1,2,0,0,IPS Touchscreen,0,Mediatek MT6737H,"Quad-core, 1.25 GHz",Mali-T720,0,0
0,2022,5,2,2,3,4,32,5000,0,3,18,0,1,2,0,0,IPS Touchscreen,0,Unspecified,"Octa-core, 1.6 GHz",Unspecified,1,1
0,2021,5,2,2,3,4.2,32,5000,720,3,0,0,1,2,0,0,IPS LCD Touchscreen,0,UNiSOC SC9863A (28 nm),"Octa-core, 1.6 GHz",PowerVR GE8322,1,1
0,2021,5,2,2,3,4,32,5000,1080,3,0,0,1,2,0,0,IPS Touchscreen,0,Unisoc SC9863A (28 nm),"Octa-core, 1.6 GHz",PowerVR IMG8322,1,1
0,2021,2,3,2,3,4.2,32,3000,0,2,0,0,1,2,0,0,IPS Touchscreen,0,UniSoC SC9832E (28 nm),"Quad-core, 1.4 GHz",PowerVR,0,1
0,2021,5,2,1,3,4.2,16,3020,0,3,0,0,1,2,0,0,IPS Touchscreen,0,UniSoC SC7731E (28 nm),"Quad-core, 1.3 GHz",,1,1
0,2020,8,2,3,3,4.2,32,4000,1080,3,0,0,1,2,0,0,IPS Touchscreen,0,Unisoc,"Octa-core, 1.6 GHz",PowerVR IMG8322,1,1
0,2020,8,2,3,3,4.2,32,4000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,Unisoc SC9832E (28 nm),"Quad-core, 1.4 GHz",Mali T820 MP1,1,1
0,2020,5,3,2,3,4.2,32,3000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,UniSoC SC9832E (28 nm),"Quad-core, 1.4 GHz",PowerVR,1,1
0,2020,8,2,3,3,4.2,32,5000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,UniSoC SC9863A (28 nm),"Octa-core, 1.6 GHz",PowerVR GE8322,1,1
0,2020,5,2,2,3,4.2,32,4000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,UniSoC SC9863A (28 nm),"Octa-core, 1.6 GHz",PowerVR GE8322,1,1
0,2019,2,2,1,3,4.2,16,3020,0,1,0,0,0,2,0,0,Touchscreen,0,Spreadtrum SC9832E,"Quad-core, 1.4 GHz",,0,1
0,2019,16,1,2,3,4,32,3000,0,4,0,0,1,2,0,0,IPS LCD Touchscreen,0,UniSoC SC9863A,"Octa-core, up to 1.6 GHz",PowerVR GE8322,1,1
0,2019,5,2,2,3,4.2,16,3000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,UNISOC SC9863A,"Octa-core, up to 1.6 GHz",PowerVR GE8322,1,1
0,2019,5,4,1,2,4.2,16,4000,0,2,0,0,1,2,0,0,IPS LCD Touchscreen,0,Spreadtrum SC7731E,"Quad-core, 1.3 GHz",Mali-T820 MP2,1,1
0,2019,5,3,2,3,4.2,16,2350,0,3,0,0,1,2,0,0,IPS Touchscreen,0,Unisoc SC9863A,"Octa-core, up to 1.6 GHz",PowerVR GE8322,1,1
0,2019,5,2,1,2,4.2,16,2400,0,2,0,0,1,2,0,0,IPS LCD Touchscreen,0,MediaTek MT6580,"Quad-core, 1.3 GHz",Mali-400 MP2,1,1
0,2019,2,3,1,2,4.2,16,2150,0,3,0,0,0,2,0,0,IPS LCD Touchscreen,0,MediaTek MT6580,"Quad-core, 1.3 GHz",Mali-400 MP2,1,1
0,2017,8,2,3,3,4,16,2700,0,3,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek MT6737,"Quad-Core, 1.25 GHz",Mali-T720 MP1,1,0
0,2018,13,1,2,2,4,16,2400,0,3,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek MT6580,"Quad-Core, 1.3 GHz",Mali-400,1,1
0,2018,5,3,2,3,4,16,2400,0,4,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek MT6737M,"Quad-Core, 1.1 GHz",Mali-400,1,0
0,2018,5,3,1,2,4,8,4000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek MT6580,"Quad-Core, 1.3 GHz",Mali-400,1,0
1,2022,5,4,3,3,5,64,5000,720,3,10,0,1,2,0,0,IPS LCD Touchscreen,0,Unisoc SC9863A (28nm),"Octa-core, up to 1.6 GHz",PowerVR GE8322,1,1
1,2022,8,4,4,3,5,64,6000,1080,4,10,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio G35 (12 nm),"Octa-core, up to 2.3 GHz",PowerVR GE8320,1,1
